#gen	Feasible	f1	f2	c1	c2	c3	x1	x2	x3
41	1	0.01425227578	15615.87413	0.08574772422	84384.12587	25498.57598	0.00213485699	0.001131912778	2.999391983
41	1	0.02988034601	6336.75098	0.07011965399	93663.24902	25486.07911	0.005260319277	0.0011317	3
41	1	0.02873870111	6624.665654	0.07126129889	93375.33435	25483.25806	0.005032919535	0.0011317	2.998864841
41	1	0.0252551967	7692.30135	0.0747448033	92307.69865	25460.81307	0.00434273209	0.0011317	2.989877396
41	1	0.01989628133	10315.80846	0.08010371867	89684.19154	24861.47969	0.00340090933	0.0011317	2.775459909
41	1	0.01461341803	15103.31062	0.08538658197	84896.68938	25452.66871	0.002213347304	0.0011317	2.986635483
41	1	0.007612217754	39681.80926	0.09238778225	60318.19074	24662.10072	0.0008978054402	0.0011317	2.713422825
41	1	0.01548099895	14003.43625	0.08451900105	85996.56375	25463.46078	0.002384988754	0.001131700007	2.990933346
41	1	0.02100718284	9699.91799	0.07899281716	90300.08201	24707.30301	0.003660231673	0.0011317	2.727136742
41	1	0.01389755034	16151.58849	0.08610244966	83848.41151	25483.77652	0.002064188616	0.0011317	2.999073372
