#gen	Feasible	f1	f2	c1	c2	c3	x1	x2	x3
41	1	0.02873827147	6624.814122	0.07126172853	93375.18588	25482.99701	0.005032919535	0.0011317	2.998759861
41	1	0.02638591413	7308.985914	0.07361408587	92691.01409	25476.26792	0.004564437966	0.0011317	2.996057447
41	1	0.01342593187	16916.18333	0.08657406813	83083.81667	25375.89045	0.00198907498	0.001131700007	2.956565831
41	1	0.007892888467	38488.76407	0.09210711153	61511.23593	25424.79181	0.0008706024222	0.0011317	2.97561557
41	1	0.009300444913	29125.86155	0.09069955509	70874.13845	25483.33109	0.001144728374	0.0011317	2.998894214
41	1	0.03111199232	6053.488463	0.06888800768	93946.51154	25484.57136	0.005507179867	0.0011317	2.999393143
41	1	0.02243312251	8865.662795	0.07756687749	91134.3372	25303.76327	0.003818316697	0.0011317	2.92910294
41	1	0.02397898849	8176.884553	0.07602101151	91823.11545	25434.74526	0.004094472625	0.0011317	2.979536687
41	1	0.01651947844	12893.40986	0.08348052156	87106.59014	25303.90255	0.002625489691	0.0011317	2.929155261
41	1	0.01577184034	13669.68438	0.08422815966	86330.31562	25463.31596	0.002443249677	0.001131700007	2.990875549
41	1	0.009087011594	30232.05529	0.09091298841	69767.94471	25465.20765	0.001104557493	0.0011317	2.99163093
41	1	0.01772333908	11783.33089	0.08227666092	88216.66911	25492.63599	0.002828854902	0.001131799593	3
41	1	0.01430231507	15539.69171	0.08569768493	84460.30829	25364.47698	0.002167350718	0.0011317	2.952170539
41	1	0.007800805609	38541.88424	0.09219919439	61458.11576	25035.48021	0.0008978054402	0.0011317	2.833078159
41	1	0.02592222205	7460.635115	0.07407777795	92539.36488	25476.30293	0.004471645124	0.0011317	2.99607149
41	1	0.01374940766	16379.08163	0.08625059234	83620.91837	25310.75597	0.002065570131	0.0011317	2.931733174
41	1	0.009926780381	26210.04423	0.09007321962	73789.95577	25427.96542	0.0012781117	0.0011317	2.976864175
41	1	0.01549384295	13988.05407	0.08450615705	86011.94593	25476.28976	0.002384988754	0.001131700007	2.996066021
41	1	0.01461552768	15101.11383	0.08538447232	84898.88617	25476.50435	0.002210390692	0.001131798882	2.993543728
41	1	0.01062554363	23564.96722	0.08937445637	76435.03278	25309.92496	0.001435796241	0.0011317	2.931420239
41	1	0.02637790808	7313.174897	0.07362209192	92686.8251	25464.49515	0.004566427089	0.0011317	2.991346425
41	1	0.01233428447	19034.22063	0.08766571553	80965.77937	25479.98561	0.001752148188	0.0011317	2.997549605
41	1	0.01445838208	15347.5201	0.08554161792	84652.4799	24955.20624	0.002269112468	0.0011317	2.806071148
41	1	0.02840559965	6717.561173	0.07159440035	93282.43883	25453.95753	0.004975792529	0.0011317	2.987147823
41	1	0.007627031777	39587.48875	0.09237296822	60412.51125	24693.33701	0.0008978054402	0.0011317	2.722878304
41	1	0.02471162417	7910.218344	0.07528837583	92089.78166	25323.05137	0.004272620677	0.0011317	2.936374598
41	1	0.03021432631	6280.230726	0.06978567369	93719.76927	25322.87542	0.005381627181	0.0011317	2.936308026
41	1	0.02452503443	7956.860524	0.07547496557	92043.13948	25486.07911	0.00418925696	0.0011317	3
41	1	0.01201462138	19708.62783	0.08798537862	80291.37217	25248.50586	0.001725526869	0.0011317	2.908555961
41	1	0.02215303903	8995.773112	0.07784696097	91004.22689	25323.57643	0.003756861826	0.0011317	2.936573275
41	1	0.04860473264	3810.63693	0.05139526736	96189.36307	24569.94283	0.009414547411	0.0011317	2.686067604
41	1	0.007628664875	39577.14327	0.09237133512	60422.85673	24696.75941	0.0008978054402	0.0011317	2.723920071
41	1	0.007649875254	38703.43374	0.09235012475	61296.56626	23923.88741	0.0009710250457	0.0011317	2.514272932
41	1	0.01342861433	16908.76198	0.08657138567	83091.23802	25124.00188	0.002031891376	0.0011317	2.863748266
41	1	0.03127495252	6023.235745	0.06872504748	93976.76425	25444.54054	0.005553838717	0.0011317	2.983410156
41	1	0.02486814462	7835.668014	0.07513185538	92164.33199	25435.16342	0.004272620677	0.0011317	2.979701748
41	1	0.007904066003	38178.46948	0.092095934	61821.53052	25326.78923	0.0008849695616	0.0011317	2.937789838
41	1	0.01378084926	16330.00684	0.08621915074	83669.99316	25364.49838	0.002062454817	0.0011317	2.952178759
41	1	0.02294557811	8609.143246	0.07705442189	91390.85675	25460.81307	0.003880247194	0.0011317	2.989877396
41	1	0.02954072174	6436.984278	0.07045927826	93563.01572	25362.13251	0.005233291549	0.0011317	2.951269992
41	1	0.02471162417	7910.218344	0.07528837583	92089.78166	25323.05137	0.004272620677	0.0011317	2.936374598
41	1	0.01460305681	15118.10801	0.08539694319	84881.89199	25486.07911	0.002204861436	0.0011317	3
41	1	0.01404255016	16015.6495	0.08595744984	83984.3505	24526.01459	0.002247398933	0.0011317	2.673304853
41	1	0.02968218561	6389.159323	0.07031781439	93610.84068	25454.34934	0.005231372364	0.0011317	2.987303632
41	1	0.01220155357	19328.59286	0.08779844643	80671.40714	25486.07911	0.001724560788	0.0011317	3
41	1	0.01362512265	16589.72715	0.08637487735	83410.27285	25485.99164	0.002009290656	0.0011317	2.999964785
41	1	0.02690404928	7162.636731	0.07309595072	92837.36327	25364.49838	0.004702165214	0.0011317	2.952178759
41	1	0.01345424063	16875.68857	0.08654575937	83124.31143	25475.21222	0.001977070913	0.0011317	2.995634118
41	1	0.0201555455	10060.39002	0.0798444545	89939.60998	25434.74526	0.003327905766	0.0011317	2.979536687
41	1	0.02498403302	7786.239669	0.07501596698	92213.76033	25486.07911	0.004281056678	0.0011317	3
41	1	0.01352187239	16750.98631	0.08647812761	83249.01369	25304.10343	0.002020833064	0.0011317	2.929230726
41	1	0.008328220369	33694.7879	0.09167177963	66305.2121	23083.93137	0.0011785613	0.001131700138	2.331862936
41	1	0.009927320063	26209.352	0.09007267994	73790.648	25434.89275	0.0012781117	0.001131800429	2.976986346
41	1	0.02296766032	8599.343705	0.07703233968	91400.65629	25460.81307	0.003884669001	0.0011317	2.989877396
41	1	0.02193153399	9083.969242	0.07806846601	90916.03076	25472.87935	0.003675675951	0.001131798882	2.992094253
41	1	0.007628664875	39577.14327	0.09237133512	60422.85673	24696.75941	0.0008978054402	0.0011317	2.723920071
41	1	0.007215307297	43509.96983	0.0927846927	56490.03017	24562.40142	0.000825	0.0011317	2.68386408
41	1	0.009456081034	28212.35181	0.09054391897	71787.64819	25329.68419	0.001197297847	0.0011317	2.938887291
41	1	0.01711633478	12311.42783	0.08288366522	87688.57217	25485.7224	0.002707594526	0.0011317	2.999856393
41	1	0.04877126802	3702.226282	0.05122873198	96297.77372	25351.32889	0.0091073058	0.001131700245	2.947124235
41	1	0.008307630743	34668.00202	0.09169236926	65331.99798	25121.40821	0.0009912312358	0.0011317	2.862835954
41	1	0.0140732134	15911.71612	0.0859267866	84088.28388	24861.47969	0.002204861436	0.0011317	2.775459909
41	1	0.008237844236	35662.1546	0.09176215576	64337.8454	25428.63929	0.0009392994701	0.0011317	2.977129494
41	1	0.01330400048	17125.70262	0.08669599952	82874.29738	25037.37582	0.002020229723	0.0011317	2.833725008
41	1	0.007356594604	40984.43775	0.0926434054	59015.56225	23019.16072	0.0009728513724	0.0011317	2.319320214
41	1	0.008218591904	35920.76126	0.0917814081	64079.23874	25486.07911	0.0009279684553	0.0011317	3
41	1	0.02190839674	9120.478353	0.07809160326	90879.52165	25290.40646	0.003715774129	0.0011317	2.92409784
41	1	0.02300209463	8580.739652	0.07699790537	91419.26035	25486.07911	0.003884669001	0.0011317	3
41	1	0.01334181959	17059.52156	0.08665818041	82940.47844	25347.58203	0.001977070913	0.0011317	2.945698685
41	1	0.009301355012	29122.64771	0.09069864499	70877.35229	25484.6163	0.001144728374	0.0011317	2.999411225
41	1	0.01330796553	17116.18279	0.08669203447	82883.81721	25297.85221	0.00197874784	0.0011317	2.926884873
41	1	0.01469706121	14990.1859	0.08530293879	85009.8141	25480.69325	0.002224705569	0.0011317	2.99783387
41	1	0.01116952426	21891.47289	0.08883047574	78108.52711	25306.79002	0.00154596056	0.0011317	2.93024058
41	1	0.01043450378	24213.51985	0.08956549622	75786.48015	25307.52799	0.001397618679	0.0011317	2.930518152
41	1	0.01374849287	16380.53238	0.08625150713	83619.46762	25309.6961	0.002065570131	0.0011317	2.931334072
41	1	0.02529241008	7675.659618	0.07470758992	92324.34038	25486.07911	0.00434273209	0.0011317	3
41	1	0.009456081034	28212.35181	0.09054391897	71787.64819	25329.68419	0.001197297847	0.0011317	2.938887291
41	1	0.02324615443	8474.258211	0.07675384557	91525.74179	25486.07911	0.003933480961	0.0011317	3
41	1	0.03090066677	6100.811147	0.06909933323	93899.18885	25480.79586	0.005466233192	0.0011317	2.997875097
41	1	0.02241949359	8868.317147	0.07758050641	91131.68285	25328.12576	0.003809403685	0.0011317	2.938296358
41	1	0.009748605909	26681.6098	0.09025139409	73318.3902	23267.25138	0.00147121976	0.0011317	2.368443466
41	1	0.01525491287	14274.3678	0.08474508713	85725.6322	25462.9312	0.002339827034	0.001131700007	2.990722017
41	1	0.01304738324	17582.18956	0.08695261676	82417.81044	25275.82894	0.001929859064	0.001131702004	2.918614285
41	1	0.01169374678	20537.90896	0.08830625322	79462.09104	25485.46919	0.001623099974	0.0011317	2.99975447
41	1	0.01349715328	16801.49288	0.08650284672	83198.50712	25462.16203	0.001988022668	0.0011317	2.990415343
41	1	0.01349715328	16801.49288	0.08650284672	83198.50712	25462.16203	0.001988022668	0.0011317	2.990415343
41	1	0.01353790984	16724.71664	0.08646209016	83275.28336	25322.87542	0.002020833064	0.0011317	2.936308026
41	1	0.0144397442	15373.36331	0.0855602558	84626.63669	24955.20624	0.002265298004	0.0011317	2.806071148
41	1	0.03017144675	6290.331378	0.06982855325	93709.66862	25322.87542	0.005372985674	0.0011317	2.936308026
41	1	0.008489200175	33330.97787	0.09151079983	66669.02213	25044.08274	0.001038166761	0.001131829883	2.833078159
