#gen	Feasible	f1	f2	c1	c2	c3	c4	c5	x1	x2	x3	x4
42	0	0.1653938363	12.72000389	-0.2373401005	22.5	0.1169466066	0.7461226352	19635.52831	75.51669927	95.27935917	3000	2.65966474
42	0	1.331866901	2.942809504	-0.094584011	5	0.12974526	0.7577381419	87862.7961	75.39139248	95.29680847	2883.219635	9.761144765
42	0	0.3149288299	8.148799532	-1.938176419	20	0.1026929123	0.7224998452	31155.27378	79.92908369	97.99090727	3000	3.958040362
42	1	1.257326029	3.113379884	1.000781606	7.5	0.1396030738	0.7612251538	82999.81618	76.77430262	97.77508423	2997.224594	8.604512903
42	1	0.5013476555	6.380392399	0.03553538571	17.5	0.1198633357	0.7495417001	40039.80176	75.09421467	95.12975006	3000	4.959292295
42	1	0.3563055433	8.431519538	0.1786945899	20	0.1493996785	0.7629495121	30080.41804	80	100.1786946	2860.93358	3.88915066
42	1	0.335435184	8.83910907	0.008069859272	20	0.1326653801	0.7598115187	28651.84713	75.53165203	95.53972189	2873.210138	3.958039699
42	1	0.6074534089	7.106248362	7.138328494	17.5	0.1693051914	0.8144040692	35858.07356	62.56551951	89.703848	2993.388655	4.516475112
42	1	0.5400138662	6.328365973	1.377039697	17.5	0.1403986117	0.7655634577	40376.37389	75.23459598	96.61163567	2994.499436	4.730871473
42	0	1.481207113	2.406339845	-2.487870687	0	0.09912712238	0.7275447971	107651.5833	77.55187671	95.06400603	2855.830298	11.80507348
42	1	0.2030749532	11.88419491	2.685991427	22.5	0.1694679434	0.7786882773	21079.78088	79.9994262	102.6854176	3000	2.65018036
42	1	0.8374946156	4.389440792	0.7363373137	12.5	0.1205039546	0.7578479905	58609.17494	72.0558708	92.79220812	3000	6.036858307
42	1	0.6055524715	6.409863689	4.367537186	17.5	0.1680698759	0.7935945166	39851.56862	72.34271713	96.71025431	3000	4.730871473
42	0	0.6323749595	5.044487542	-1.281080008	15	0.1038764048	0.7321085759	50881.67214	76.8208019	95.53972189	3000	5.000789638
42	1	0.6271497921	5.441929766	0.00555733027	15	0.1021079393	0.7496046185	47099.88446	69.9685959	89.97415323	2992.979816	5.722977186
42	1	0.1673534312	12.73807889	0.0279130958	22.5	0.1202609694	0.7494513937	19606.38894	75.25144607	95.27935917	3000	2.65966474
42	1	0.1773824677	12.06667908	0.1003154746	22.5	0.1360771488	0.7504646421	20747.38104	79.9994329	100.0997484	3000	2.650903994
42	1	0.2721455758	11.4508071	9.334309997	22.5	0.2282254654	0.8286069649	21911.66714	80	109.33431	2995.667633	2
42	0	1.456360887	2.39183231	-2.012132959	0	0.07854611419	0.7212158221	108309.9972	73.62189493	91.60976197	3000	11.84930374
42	0	0.2719106149	8.483280256	-4.185966533	20	0.06433697307	0.6912696633	29891.39108	79.81880339	95.63283686	2924.376201	3.958039699
42	1	0.3625718726	8.209638969	0.9762147537	20	0.1417599645	0.7607504582	30917.72073	77.70018182	98.67639658	3000	3.958047384
42	1	0.9678085875	3.779182449	0.05227329747	10	0.1097652125	0.7496622052	68218.65291	72.05597681	92.10825011	3000	7.427392767
42	0	0.6073557639	5.016803859	-2.127271241	15	0.09167799565	0.719533981	51167.41331	77.7530813	95.62581006	3000	5.720640638
42	1	1.307954996	2.921725565	0.203223927	5	0.1136581196	0.7515289483	88503.33175	72.47480998	92.67803391	3000	9.735619072
42	0	0.7850549771	4.395822931	-0.5511208725	12.5	0.1019129587	0.7420479197	58522.77569	72.65321336	92.10209248	2999.209006	6.062297549
42	1	1.339162209	2.842586898	0.003010840472	5	0.1219108081	0.7505628792	90992.35348	75.39139248	95.39440332	2983.052359	9.464152279
42	0	0.4573454468	6.335414842	-1.867959621	17.5	0.09291077267	0.7234953825	40330.44923	76.72668296	94.85872334	3000	4.969699681
42	1	1.389277336	2.779198298	0.3943218893	5	0.1305533815	0.7540767817	93088.25559	76.69160292	97.08592481	2998.508399	9.411181062
42	0	0.9387317305	3.852368486	-0.4420115105	10	0.1047717757	0.7468112333	66905.55935	71.84916172	91.40715021	2959.9317	7.423261942
