0.607834189	5.943672009	80	102.6397898	3000	4.393865534	2.639789829	17.5	0.1689405065	0.7782406981	43047.91631
0.629935174	5.918295948	80	103.3695956	3000	4.411703415	3.369595591	17.5	0.1770471222	0.7851035366	43236.35315
0.5306475386	6.035126502	80	100.0492239	3000	4.198585905	0.04922389315	17.5	0.1353311763	0.7498334302	42381.94279
0.5422933686	6.021036836	80	100.4443654	3000	4.809879305	0.4443653718	17.5	0.1410149782	0.7546329578	42483.2257
0.2320055484	11.68889593	80	105.5215955	3000	2	5.521595473	22.5	0.1982147973	0.8030487763	21447.02076
0.5306475386	6.035126502	80	100.0492239	3000	4.179660473	0.04922389315	17.5	0.1353311763	0.7498334302	42381.94279
0.4289497501	7.870636796	80	103.812515	3000	3.88898184	3.81251498	20	0.181721348	0.7890628896	32288.16593
0.8453623323	4.730913466	80	103.5039764	3000	5.35827272	3.503976369	15	0.1784841608	0.7863206114	54313.86132
0.223143069	11.74760627	80	104.6610729	3000	2	4.661072914	22.5	0.1902005792	0.796249932	21335.33833
0.8122764328	4.753668148	80	102.6852838	3000	5.141446604	2.685283824	15	0.1694613078	0.7786814502	54049.56566
0.5306475386	6.035126502	80	100.0492239	3000	4.200860639	0.04922389315	17.5	0.1353311763	0.7498334302	42381.94279
0.2159554667	11.79592283	80	103.9579454	3000	2.293502577	3.957945449	22.5	0.1832178674	0.7903309045	21244.26152
0.4381700944	7.849871223	80	104.2646796	3000	3.524584505	4.264679599	20	0.1863145512	0.7929553476	32375.9599
0.4264477936	7.87630208	80	103.6894792	3000	3.968218045	3.689479206	20	0.1804407136	0.7879779413	32264.29428
0.6478353101	5.897996477	80	103.9569282	3000	4.368461984	3.956928225	17.5	0.1832074639	0.7903220889	43388.25976
0.3565031565	8.04019372	80	100.1887584	3000	3.749726878	0.188758406	20	0.1373639713	0.7515497769	31588.27194
0.4045726743	7.926399696	80	102.6074685	3000	3.617263145	2.607468516	20	0.168569211	0.777926484	32054.68435
0.2026607426	11.88700173	80	102.6446955	3000	2.015844487	2.644695542	22.5	0.1689967676	0.7782883108	21074.59089
0.3846542951	7.972919514	80	101.6122228	3000	3.307504008	1.612222823	20	0.1565851351	0.7677897868	31862.40272
0.2204461286	11.7656611	80	104.3977997	3000	2	4.397799709	22.5	0.1876338908	0.7940737383	21301.2174
0.2028812995	11.88547225	80	102.6666191	3000	2.073603253	2.666619128	22.5	0.1692478965	0.7785008387	21077.41869
0.6219338063	5.92744274	80	103.1059757	3000	4.361907313	3.105975673	17.5	0.1741787656	0.7826747069	43168.24519
1.415060103	2.682278445	80	100.0492239	3000	9.534125377	0.04922389315	5	0.1353311763	0.7498334302	96484.37128
1.753729922	2.388303302	79.99999194	101.8661404	3000	10.10338805	1.866148421	2.5	0.1597477386	0.7704639727	108471.3683
1.365424115	2.985024239	79.99999203	101.8863438	3000	8.72883559	1.886351751	7.5	0.1599961779	0.7706740695	86607.49711
0.3814903141	7.980390303	80	101.4532321	3000	3.307231513	1.453232117	20	0.1545663159	0.766083081	31831.73242
1.222424635	3.396885276	79.91565789	102.6860229	3000	7.871710043	2.770365005	10	0.1702175564	0.7794988903	75997.50426
0.5725368465	5.984936421	80	101.4633356	3000	4.321382658	1.463335641	17.5	0.1546955087	0.7661922929	42744.90809
0.82353961	4.745882479	80	102.9647158	3000	5.319518479	2.964715822	15	0.1726142808	0.7813502137	54139.71098
0.6699219787	5.873254756	80	104.6770862	3000	4.180055605	4.677086186	17.5	0.1903549005	0.7963807937	43574.82884
0.4318404528	7.86410753	80	103.9544864	3000	3.88898184	3.954486354	20	0.1831824864	0.7903009237	32315.72079
0.3995678349	7.938006407	80	102.358306	3000	3.6783023	2.358305988	20	0.1656703942	0.7754736493	32006.49901
0.2190850472	11.77480683	80	104.2646796	3000	2.045407317	4.264679599	22.5	0.1863145512	0.7929553476	21283.97326
0.205630474	11.86646072	80	102.9394982	3000	2.048826961	2.939498183	22.5	0.1723329344	0.781112045	21112.62922
0.1997562675	11.90720244	80	102.3555495	3000	2.021610839	2.35554953	22.5	0.1656379586	0.7754462072	21037.31075
0.8122764328	4.753668148	80	102.6852838	3000	5.14276725	2.685283824	15	0.1694613078	0.7786814502	54049.56566
0.2236774023	11.74403969	80	104.7131555	3000	2.109126543	4.713155547	22.5	0.19070176	0.7966749321	21342.09105
1.235546044	3.389838374	80	102.9686242	3000	7.544042191	2.968624179	10	0.1726578293	0.7813870794	76157.3612
0.668121642	5.875259053	80	104.61857	3000	4.071033421	4.618569975	17.5	0.1897899858	0.7959017666	43559.65661
0.6194417275	5.930300865	80	103.0237317	3000	4.322896109	3.023731746	17.5	0.1732702632	0.7819055464	43147.00638
0.4106662563	7.912341507	80	102.910019	3000	3.542389773	2.910018963	20	0.1720032464	0.7808329609	32113.23632
0.8122764328	4.753668148	80	102.6852838	3000	5.141446604	2.685283824	15	0.1694613078	0.7786814502	54049.56566
0.6927896712	5.847985796	80	105.4175266	3000	4.364242379	5.417526562	17.5	0.1972748935	0.8022510927	43767.00316
0.4318369007	7.864115542	80	103.954312	3000	3.88898184	3.954312017	20	0.183180703	0.7902994125	32315.68695
0.4412410065	7.84299403	80	104.4148421	3000	3.524584505	4.414842097	20	0.1878017413	0.7942160344	32405.13819
0.4452577147	7.834027888	80	104.6109271	3000	3.04226851	4.610927098	20	0.1897160001	0.7958390316	32443.25634
