28.43284985	0.0005428801972	0.9726866103	0.3730220325	9.985383577	4.061400675	1874.04556	28755.41319	3.088714064	31103344.06
10.07871237	0.001584257931	1.013807192	0.4138797298	9.999955082	1.385651628	3454.07299	26362.68946	0.3718444358	1230544.948
28.60819664	0.000541173926	1.097683019	0.3872503767	9.997194962	4.059782294	3589.679173	28757.85737	2.962099275	31088476.09
19.98695668	0.000778800968	0.6418072988	0.5524627808	9.999654907	2.818983758	1555.923379	28211.99826	2.17717646	10405601.84
1.996270751	0.01004868265	0.1870072775	2.224411342	9.447785285	0.2590448239	1943.442254	8203.057016	0.07203754636	1798.983933
21.70892872	0.0007178460485	0.8561719626	0.4874267477	10	3.058037311	3383.777285	28351.88407	2.201865349	13285599.95
35.73109517	0.000439041162	0.7518176826	0.6779484856	9.999991178	5	5195.032743	28991.99822	4.248182317	58091668.22
6.001736192	0.002729067658	0.7214912729	0.6069727879	10	0.8043772729	3836.094731	23734.28344	0.08288599999	235895.7821
6.996477204	0.002292871816	0.8816512674	0.4152962897	9.99993326	0.9574211419	1971.785278	24735.78862	0.07576987451	401902.3464
25.99684043	0.000591184636	0.8539836608	0.3806975153	9.999999406	3.713223006	511.2314201	28642.68842	2.859239345	23789892.78
32.35267828	0.0004786617138	0.8491647649	0.4872934839	10	4.586119877	3296.620361	28901.03178	3.736955112	44825691.92
10.4121786	0.001508523288	0.8342158944	0.4158527472	10	1.455197952	1326.528312	26536.55368	0.6209820581	1426237.849
28.83054646	0.0005381073095	0.6675474612	0.5513792274	10	4.079483704	1998.249422	28764.54954	3.411936242	31548734.42
3.178593531	0.006136022777	0.1812605753	2.090818776	9.447785285	0.4242258092	988.0571989	16690.14206	0.242965234	28253.46652
22.71611152	0.0006922121421	0.9726866103	0.3730220325	9.910633874	3.257846245	1873.236955	28424.94005	2.285159634	15977297.14
31.92076805	0.000482564915	0.8491647649	0.4292164505	10	4.549025285	1915.383084	28892.07035	3.69986052	43746610.86
25.675977	0.000610017838	0.9179539882	0.3693900919	9.909844508	3.697694597	1052.195258	28612.07558	2.779740609	23363347.48
15.82775929	0.0009793294415	0.7252271329	0.4341029105	9.996863214	2.243644442	70.09368476	27752.24484	1.518417309	5242417.394
6.787458717	0.002334365845	0.6971095504	0.4580580416	9.999651328	0.940482248	254.1768704	24640.67345	0.2433726976	380626.4337
9.855019803	0.001596190973	0.8342158944	0.4138609513	10	1.375274035	1267.882753	26335.27583	0.5410581403	1202973.14
21.02685322	0.0007726744212	0.7446147486	0.4865822778	9.773545947	3.043134037	1827.275099	28266.17549	2.298519289	12909656.24
17.46996989	0.0008873800443	0.6581180028	0.4841118015	9.999957539	2.473830663	216.7836024	27962.65651	1.81571266	7030516.454
9.646685678	0.001634508139	0.6883472684	0.5131350975	9.999644206	1.343177361	1521.095164	26247.43626	0.6548300927	1120262.537
3.641269249	0.005183914097	0.3943428939	2.090818776	9.994009019	0.4242258092	7931.915674	18105.28678	0.02988291537	29471.72192
19.67263533	0.0007990381779	0.8511805259	0.54992222	9.999620129	2.747616131	4479.36777	28165.54326	1.896435605	9634667.098
27.65106472	0.0005549166976	0.8518352021	0.3720933379	10	3.955909075	176.5764332	28725.95656	3.104073873	28767177.46
23.62974164	0.0006531665948	0.9726866103	0.3730220325	10	3.360857731	1874.200679	28500.38282	2.388171121	17638091.75
5.544378047	0.002885154414	0.532842665	0.616871069	9.999634993	0.7609438115	584.2711203	23376.16277	0.2281011465	198784.4962
26.48662796	0.000583968031	0.873682214	0.4341029105	9.996863214	3.762649566	2370.285317	28659.67763	2.888967352	24748125.08
26.6097736	0.0005778499754	0.9172946523	0.3693900919	9.999216327	3.799803184	1044.197243	28673.4076	2.882508532	25492320.9
2.617892093	0.007061831423	0.2931875295	2.143720692	10	0.310854206	6117.281515	13786.61153	0.01766667651	7961.084814
24.18246936	0.0006365776776	0.8561719626	0.387165411	10	3.448440116	761.4826539	28538.46962	2.592268153	19053740.67
23.82685303	0.0006462052972	0.8561719626	0.387165411	10	3.397062837	761.4826539	28516.36539	2.540890874	18214473.64
29.32175644	0.0005281040969	0.8397085089	0.4765944001	10	4.15675624	2948.87835	28787.5161	3.317047731	33376018.51
16.82027237	0.0009223372652	0.6592138286	0.485967796	10	2.38004045	289.5580018	27882.38893	1.720826622	6260166.582
29.42238264	0.000523832773	0.6675474612	0.4770670848	10	4.190650362	213.0582909	28797.32272	3.523102901	34199284.36
27.19337727	0.0005754422494	0.873550085	0.5596570595	9.999960278	3.814850512	4865.784983	28678.83682	2.941300427	25797608.75
27.0831623	0.0005757058227	0.8227749818	0.5424146127	9.99999857	3.813060169	4035.223447	28678.22662	2.990285187	25761356.07
8.890273576	0.001765100142	0.7622622776	0.4141758363	10	1.243668814	113.3445418	25947.47416	0.4814065365	888052.7721
18.4928062	0.0008437981887	0.7347878826	0.5249778463	10	2.601569936	2537.428911	28062.70824	1.866782054	8177808.101
12.45426706	0.001259272996	0.7350090576	0.496498535	9.999910211	1.743275	1913.612225	27108.83796	1.008265942	2456318.693
30.69808412	0.0004997400804	0.8534575239	0.3809498188	10	4.392683489	511.7808219	28852.63757	3.539225965	39388777.92
30.62218068	0.0005069479466	0.71829614	0.5464949089	9.998947569	4.331595087	2723.446905	28836.21139	3.613298947	37765545.2
6.267961241	0.002630826417	0.5999533583	0.8107481864	10	0.8344146106	4752.158408	23959.83731	0.2344612523	264019.1846
6.338567875	0.002560941219	0.5297006893	0.7822824519	10	0.8571848443	3222.501712	24120.28802	0.3274841551	286733.4646
