#gen	Feasible	f1	f2	c1	c2	c3	x1	x2	x3
32	1	0.007077617689	44062.48571	0.09292238231	55937.51429	23743.61963	0.0008634791451	0.0011317	2.471707053
32	1	0.009415999884	27960.8248	0.09058400012	72039.1752	23732.00673	0.00136179237	0.0011317	2.469035161
32	1	0.01699019505	12463.80799	0.08300980495	87536.19201	25144.22304	0.00275199099	0.0011317	2.870889933
32	1	0.006717440592	47860.05198	0.09328255941	52139.94802	23175.15486	0.000825	0.0011317	2.349864455
32	1	0.03081114682	12159.53228	0.06918885318	87840.46772	85680.92516	0.003116137768	0.006022076847	2.485825758
32	1	0.01309855624	17489.53058	0.08690144376	82510.46942	25296.25583	0.001936765478	0.0011317	2.92628668
32	1	0.05430231859	3397.883605	0.04569768141	96602.1164	24465.84282	0.01064040321	0.0011317	2.656102669
32	1	0.006586862521	49284.94178	0.09341313748	50715.05822	22697.88024	0.000825	0.0011317	2.259813199
32	1	0.08086792253	2195.224464	0.01913207747	97804.77554	45696.26137	0.01520397808	0.001553195751	2.993993882
32	1	0.00975782938	26553.14965	0.09024217062	73446.85035	23673.62091	0.001439617568	0.0011317	2.455725785
32	1	0.03518094537	5352.541912	0.06481905463	94647.45809	24934.52278	0.006516958605	0.0011317	2.799232152
32	1	0.06848752868	2798.633915	0.03151247132	97201.36608	61038.92149	0.01302404038	0.002197245473	2.62532592
32	1	0.0166443225	12803.71806	0.0833556775	87196.28194	25053.22436	0.002698735688	0.0011317	2.839149886
32	1	0.06570718187	2789.317808	0.03429281813	97210.68219	26914.97571	0.01302404038	0.001170629191	2.637898643
32	1	0.00731892726	42772.37038	0.09268107274	57227.62962	24786.90156	0.000825	0.0011317	2.751779396
32	1	0.01039836053	24161.23873	0.08960163947	75838.76127	24281.65681	0.0015166838	0.0011317	2.605361448
32	1	0.007062721428	44232.12184	0.09293727857	55767.87816	23752.81372	0.0008596338864	0.0011317	2.473828298
32	1	0.01874927744	45131.21088	0.08125072256	54868.78912	84148.29795	0.000825	0.005421731506	2.547312376
32	1	0.006682614812	48226.21687	0.09331738519	51773.78313	23053.562	0.000825	0.0011317	2.325958969
32	1	0.05960674814	3060.685457	0.04039325186	96939.31454	24841.52836	0.01166788672	0.001134875816	2.703987252
32	1	0.009123787617	29407.71967	0.09087621238	70592.28033	24602.40156	0.001216956925	0.0011317	2.695611503
32	1	0.009987761257	25613.83706	0.09001223874	74386.16294	24281.65681	0.001430670433	0.0011317	2.605361448
32	1	0.0980710551	2235.557083	0.001928944904	97764.44292	86322.66769	0.01761609019	0.006353289672	2.358123915
32	1	0.01287687176	18345.17487	0.08712312824	81654.82513	23166.33753	0.002153509604	0.0011317	2.348107392
32	1	0.0298203509	6487.881531	0.0701796491	93512.11847	24654.60488	0.005494372935	0.0011317	2.711167816
32	1	0.07304589034	2575.107018	0.02695410966	97424.89298	23535.62785	0.01498111189	0.0011317	2.425067076
32	1	0.01088787074	42981.0251	0.08911212926	57018.9749	64035.00947	0.000825	0.002368697156	2.732165868
32	1	0.06471569787	3047.997779	0.03528430213	96952.00222	71155.91	0.01149816057	0.002947539796	2.779776087
32	1	0.01344147508	17091.9955	0.08655852492	82908.0045	23975.65413	0.002190943698	0.0011317	2.526889187
32	1	0.008673278812	31654.81843	0.09132672119	68345.18157	23304.51388	0.001237231289	0.001131718806	2.375817978
32	0	0.1016555373	1855.358511	-0.0016555373	98144.64149	74881.03987	0.01870018821	0.003378925426	2.821766055
32	1	0.01051150316	23837.41933	0.08948849684	76162.58067	24982.80293	0.001457750772	0.0011317	2.815271581
32	1	0.07939685029	2357.749021	0.02060314971	97642.25098	23572.65363	0.01632229851	0.0011317	2.43318582
32	1	0.008093818992	35207.31481	0.09190618101	64792.68519	23511.25349	0.001097493574	0.0011317	2.419764472
32	1	0.03408719224	12748.78178	0.06591280776	87251.21822	88691.99009	0.003068999794	0.007674245025	2.378967623
32	1	0.01055582539	23750.30732	0.08944417461	76249.69268	25190.0009	0.001438808137	0.0011317	2.887249817
32	1	0.02560463614	8108.833255	0.07439536386	91891.16674	23004.4386	0.004921565929	0.0011317	2.316495559
32	1	0.01050829395	23846.96368	0.08949170605	76153.03632	24977.77	0.001457750772	0.0011317	2.813587163
32	1	0.006952653836	45617.84375	0.09304734616	54382.15625	23903.54179	0.000825	0.0011317	2.509363585
32	1	0.009158962406	29388.57255	0.09084103759	70611.42745	24935.94512	0.001186800539	0.0011317	2.799700909
32	1	0.0337554531	5746.076267	0.0662445469	94253.92373	24127.18647	0.006448209135	0.0011317	2.564888663
32	1	0.01109658429	25234.7769	0.08890341571	74765.2231	42631.21506	0.001480899315	0.001499126685	2.534223912
32	1	0.03761082049	4953.76122	0.06238917951	95046.23878	25063.95193	0.006969257972	0.0011317	2.842838952
32	1	0.007073815242	44242.01843	0.09292618476	55757.98157	23903.73688	0.0008506441888	0.0011317	2.509410529
32	1	0.008036876622	35944.97642	0.09196312338	64055.02358	24418.69735	0.001009343248	0.0011317	2.642844765
32	1	0.02785752827	13611.80154	0.07214247173	86388.19846	84321.02147	0.002778864433	0.005497924479	2.491792074
32	1	0.0100036161	25670.10798	0.0899963839	74329.89202	24995.60209	0.001352297113	0.0011317	2.81956835
32	1	0.007185079288	43734.428	0.09281492071	56265.572	24493.45655	0.000825	0.0011317	2.663957366
32	1	0.008974099823	30034.56918	0.09102590018	69965.43082	23721.90653	0.001268629523	0.0011317	2.466718011
32	1	0.03418553158	5885.947094	0.06581446842	94114.05291	39886.73122	0.006448209135	0.001434929259	2.480107778
32	1	0.01337966248	17140.36064	0.08662033752	82859.63936	24175.23025	0.002154314362	0.0011317	2.577282709
32	1	0.01007830037	25301.61132	0.08992169963	74698.38868	23967.36829	0.001480899315	0.0011317	2.524857623
32	1	0.01766242003	11850.39254	0.08233757997	88149.60746	25322.91234	0.002852036822	0.0011317	2.936321996
32	1	0.01166873246	20521.47112	0.08833126754	79478.52888	25120.61604	0.00167464686	0.0011317	2.862557476
32	1	0.01839579576	11273.38622	0.08160420424	88726.61378	25271.50107	0.00301089478	0.0011317	2.917055705
32	1	0.01190855566	39790.5691	0.08809144434	60209.4309	69769.45604	0.001002970571	0.002882388005	2.316448096
32	1	0.01010642357	25233.43381	0.08989357643	74766.56619	23759.3629	0.001506200394	0.0011317	2.475342495
32	1	0.01416773928	37224.4181	0.08583226072	62775.5819	75238.01716	0.001011159946	0.003477936307	2.508887993
32	1	0.01145547209	31133.16103	0.08854452791	68866.83897	58203.50148	0.001136427094	0.002037429296	2.741101404
32	1	0.0917040999	1960.271067	0.008295900101	98039.72893	57863.05445	0.01720334276	0.002004945459	2.946327738
32	1	0.006760918491	47416.16158	0.09323908151	52583.83842	23321.57063	0.000825	0.0011317	2.37959957
32	1	0.00985720609	26407.99531	0.09014279391	73592.00469	25298.55826	0.001282437943	0.0011317	2.927149554
32	1	0.09345881264	2012.005334	0.00654118736	97987.99467	70489.1859	0.01746982237	0.002882388005	2.767721051
32	1	0.01589354283	27826.89796	0.08410645717	72173.10204	76159.50265	0.001419723834	0.003647266857	2.348107392
32	1	0.007221768362	43462.55365	0.09277823164	56537.44635	24576.92848	0.000825	0.0011317	2.688113391
32	1	0.009706790132	26779.12226	0.09029320987	73220.87774	23545.97413	0.001439617568	0.0011317	2.427327943
32	1	0.006983877594	45347.35279	0.09301612241	54652.64721	23989.50729	0.000825	0.0011317	2.530296256
32	1	0.006774093813	47284.45406	0.09322590619	52715.54594	23364.80488	0.000825	0.0011317	2.388586842
32	1	0.007489985612	41543.81323	0.09251001439	58456.18677	25073.00957	0.0008306179425	0.001131744443	2.844948091
32	1	0.006760699651	47418.36008	0.09323930035	52581.63992	23320.84814	0.000825	0.0011317	2.379450201
32	1	0.007240943293	43322.97569	0.09275905671	56677.02431	24619.61573	0.000825	0.0011317	2.700712792
32	1	0.009604552263	27171.06755	0.09039544774	72828.93245	23663.47088	0.001407833159	0.0011317	2.453432888
32	1	0.010249871	24685.65598	0.089750129	75314.34402	24702.15661	0.001438808137	0.0011317	2.7255653
32	1	0.0836094273	2137.022142	0.0163905727	97862.97786	24743.91909	0.0165671565	0.0011317	2.738393282
32	1	0.03362261145	5793.353033	0.06637738855	94206.64697	24010.55981	0.006448209135	0.0011317	2.535499234
32	1	0.06810487122	2597.79997	0.03189512878	97402.20003	25305.06001	0.01302958036	0.0011317	2.92959018
