#gen	Feasible	f1	f2	c1	c2	c3	x1	x2	x3
32	1	0.006886788729	46208.06986	0.09311321127	53791.93014	23714.52714	0.000825	0.0011317	2.465028986
32	1	0.01361849158	16758.01729	0.08638150842	83241.98271	24145.13031	0.002208185865	0.0011317	2.569497676
32	1	0.009546964381	27529.2671	0.09045303562	72470.7329	23131.4483	0.001438227101	0.0011317	2.341191375
32	1	0.01474040114	15195.25551	0.08525959886	84804.74449	23953.86674	0.00246815295	0.0011317	2.521557248
32	1	0.006861135705	46445.47144	0.09313886429	53554.52856	23637.94965	0.000825	0.0011317	2.447694549
32	1	0.01404138214	15989.97955	0.08595861786	84010.02045	24666.91208	0.002227239339	0.0011317	2.714873102
32	1	0.007257597544	43203.11471	0.09274240246	56796.88529	24656.18255	0.000825	0.0011317	2.711641985
32	1	0.009807194677	26329.11623	0.09019280532	73670.88377	23882.92371	0.001431422287	0.0011317	2.504416389
32	1	0.00677451257	47280.2889	0.09322548743	52719.7111	23366.17057	0.000825	0.0011317	2.388872312
32	1	0.008101602435	35177.05283	0.09189839756	64822.94717	22894.74647	0.0011421787	0.0011317	2.295752939
32	1	0.01004025843	25491.09078	0.08995974157	74508.90922	23657.77004	0.00150118716	0.0011317	2.452147746
32	1	0.018790742	13675.66658	0.081209258	86324.33342	59345.76055	0.002832034577	0.002130223033	2.412079957
32	1	0.01061816506	25169.62417	0.08938183494	74830.37583	34670.53938	0.001487685454	0.00131694637	2.527183402
32	1	0.006609675035	49025.49934	0.09339032496	50974.50066	22785.60274	0.000825	0.0011317	2.275629212
32	1	0.006882428332	46248.11767	0.09311757167	53751.88233	23701.63125	0.000825	0.0011317	2.462085241
32	1	0.07794587084	2265.849825	0.02205412916	97734.15018	25155.13823	0.01512446544	0.0011317	2.874766401
32	1	0.08828423347	2002.931047	0.01171576653	97997.06895	26780.9351	0.01733067767	0.001159286587	2.81974594
32	1	0.006906243953	46030.88159	0.09309375605	53969.11841	23771.47598	0.000825	0.0011317	2.478150084
32	1	0.01597079638	14018.87792	0.08402920362	85981.12208	23132.19617	0.002824154588	0.0011317	2.341339015
32	1	0.01047978253	23885.9983	0.08952021747	76114.0017	24438.66688	0.0015166838	0.0011317	2.648437178
32	1	0.04003273435	4688.214116	0.05996726565	95311.78588	31914.60435	0.007439586352	0.001247697691	2.799700909
32	1	0.01755971163	27434.70946	0.08244028837	72565.29054	79731.83677	0.001457750772	0.004301068233	2.309942474
32	1	0.01481295232	45059.95336	0.08518704768	54940.04664	78760.43496	0.0008434510916	0.004062286699	2.475409248
32	1	0.06041521872	3015.430969	0.03958478128	96984.56903	24644.31389	0.01183071025	0.0011317	2.708080697
