#gen	Feasible	f1	f2	c1	c2	c3	c4	c5	x1	x2	x3	x4
11	1	0.3006019448	9.562245166	0.2821397433	20	0.08852306223	0.7522477411	26417.01556	65.47636552	85.75850527	3000	3.547383361
11	1	1.382933279	2.854317987	0.6346310776	2.5	0.09533050795	0.7564436428	90614.68097	65.66909573	86.3037268	3000	10.00631123
11	1	0.1502841549	14.34357214	0.280138675	22.5	0.08848820661	0.7522235474	17311.0842	65.47636552	85.7565042	3000	2.887442647
11	1	0.4533199764	7.120739156	0.2438309853	17.5	0.09018382783	0.7518056614	35783.27041	66.0447292	86.28856018	3000	4.32035465
11	1	0.322520925	8.844869589	0.109242759	20	0.1096914774	0.7503566783	28632.60049	71.77416468	91.88340744	3000	3.808865831
11	1	0.443453704	7.241101709	0.1407846012	17.5	0.08329081796	0.7505009644	35173.51623	64.81973546	84.96052006	3000	4.070265837
11	1	1.449507183	2.647148376	0.03478459108	2.5	0.1093235657	0.7494442378	97776.75055	72.01154958	92.04633417	3000	10.78895278
11	1	0.3014889753	9.558653888	0.334895726	20	0.08943947897	0.7528838603	26427.27883	65.47636552	85.81126125	3000	3.56894718
11	1	0.6470179865	5.296889612	0.1325691247	15	0.110578144	0.7506477719	48414.22385	71.91809	92.05065913	3000	5.866711094
11	1	0.7127619652	5.039319218	0.2890311111	12.5	0.07159241856	0.7521648453	50934.7794	61.55019709	81.8392282	3000	6.791562481
11	1	1.290280001	2.941804201	0.06719122738	5	0.1097356445	0.7498443651	87893.12903	71.97914294	92.04633417	3000	9.035817731
11	1	0.1503121166	14.34323231	0.2834657372	22.5	0.08854615521	0.7522637703	17311.51567	65.47636552	85.75983126	3000	2.513363466
11	1	0.3241862519	8.820292581	0.1568252407	20	0.1111827763	0.7509470454	28714.89062	71.97873029	92.13555553	3000	3.847005124
11	1	0.2851047861	10.07863844	0.2890311111	20	0.07159241856	0.7521648453	25017.3897	61.55019709	81.8392282	3000	3.682250624
11	1	0.1468881413	14.49546945	0.03133818904	22.5	0.08128613926	0.7491514898	17120.25114	64.81001509	84.84135328	3000	2.087608363
11	1	1.214963814	3.183185272	0.4686862691	5	0.0917420185	0.7544823267	81159.94238	65.47636552	85.94505179	3000	9.680276314
11	1	0.8077465711	4.407399376	0.07574775774	12.5	0.1102105518	0.7499529316	58366.69623	72.07425514	92.1500029	3000	6.589288684
11	1	0.3006019448	9.562245166	0.2821397433	20	0.08852306223	0.7522477411	26417.01556	65.47636552	85.75850527	3000	3.212474473
11	1	0.4191192615	7.692122694	0.2383395304	17.5	0.06490239708	0.7514933685	33058.37669	60.32019199	80.55853152	3000	4.04559518
11	1	1.7237624	2.363084724	1.063021063	0	0.1284121836	0.7615973048	109638.5674	72.97698616	94.04000722	3000	11.10659965
