0,1.6
0.02,1.6
0.04,1.6
0.06,1.6
0.08,1.6
0.1,1.6
0.12,1.6
0.14,1.6
0.16,1.6
0.18,1.6
0.2,1.6
0.22,1.6
0.24,1.6
0.26,1.6
0.28,1.6
0.3,1.6
0.32,1.6
0.34,1.6
0.36,1.6
0.38,1.6
0.4,1.6
0.42,1.6
0.44,1.6
0.46,1.6
0.48,1.6
0.5,1.6
0.52,1.6
0.54,1.6
0.56,1.6
0.58,1.6
0.6,1.6
0.62,1.6
0.64,1.6
0.66,1.6
0.68,1.6
0.7,1.6
0.72,1.6
0.74,1.6
0.76,1.6
0.78,1.6
0.8,1.6
0.82,1.6
0.84,1.6
0.86,1.6
0.88,1.6
0.9,1.6
0.92,1.6
0.94,1.6
0.96,1.6
0.98,1.6
1,1.6
1.02,1.6
1.04,1.6
1.06,1.6
1.08,1.6
1.1,1.6
1.12,1.6
1.14,1.6
1.16,1.6
1.18,1.6
1.2,1.6
1.22,1.6
1.24,1.6
1.26,1.6
1.28,1.6
1.3,1.6
1.32,1.6
1.34,1.6
1.36,1.6
1.38,1.6
1.4,1.6
1.42,1.6
1.44,1.6
1.46,1.6
1.48,1.6
1.5,1.6
1.52,1.6
1.54,1.6
1.56,1.6
1.58,1.6
1.6,1.6
1.62,1.6
1.64,1.6
1.66,1.6
1.68,1.6
1.7,1.6
1.72,1.6
1.74,1.6
1.76,1.6
1.78,1.6
1.8,1.6
1.82,1.6
1.84,1.6
1.86,1.6
1.88,1.6
1.9,1.6
1.92,1.6
1.94,1.6
1.96,1.6
1.98,1.6
0,1.584
0.02,1.584
0.04,1.584
0.06,1.584
0.08,1.584
0.1,1.584
0.12,1.584
0.14,1.584
0.16,1.584
0.18,1.584
0.2,1.584
0.22,1.584
0.24,1.584
0.26,1.584
0.28,1.584
0.3,1.584
0.32,1.584
0.34,1.584
0.36,1.584
0.38,1.584
0.4,1.584
0.42,1.584
0.44,1.584
0.46,1.584
0.48,1.584
0.5,1.584
0.52,1.584
0.54,1.584
0.56,1.584
0.58,1.584
0.6,1.584
0.62,1.584
0.64,1.584
0.66,1.584
0.68,1.584
0.7,1.584
0.72,1.584
0.74,1.584
0.76,1.584
0.78,1.584
0.8,1.584
0.82,1.584
0.84,1.584
0.86,1.584
0.88,1.584
0.9,1.584
0.92,1.584
0.94,1.584
0.96,1.584
0.98,1.584
1,1.584
1.02,1.584
1.04,1.584
1.06,1.584
1.08,1.584
1.1,1.584
1.12,1.584
1.14,1.584
1.16,1.584
1.18,1.584
1.2,1.584
1.22,1.584
1.24,1.584
1.26,1.584
1.28,1.584
1.3,1.584
1.32,1.584
1.34,1.584
1.36,1.584
1.38,1.584
1.4,1.584
1.42,1.584
1.44,1.584
1.46,1.584
1.48,1.584
1.5,1.584
1.52,1.584
1.54,1.584
1.56,1.584
1.58,1.584
1.6,1.584
1.62,1.584
1.64,1.584
1.66,1.584
1.68,1.584
1.7,1.584
1.72,1.584
1.74,1.584
1.76,1.584
1.78,1.584
1.8,1.584
1.82,1.584
1.84,1.584
1.86,1.584
1.88,1.584
