10	10	10	10	0	0	0	0	0	10	10	10	10	10	10	0	0	10	10	0	0	0	10	10	10	0	0	10	10	10	0	0	10	10	0	0	10	0	3	0	0	0	0	0	0	10	10	10	10	10	0	10	10	0	
10	10	10	10	10	10	10	0	10	10	10	10	3	3	10	0	10	10	8	0	0	0	9	10	9	0	0	10	10	10	6	5	10	10	10	10	10	0	6	0	0	0	0	0	0	10	10	10	7	7	10	10	10	0	
10	10	10	10	10	10	10	0	0	10	10	10	0	0	10	4	0	10	10	2	0	7	10	10	10	0	0	10	10	10	0	0	10	0	0	0	10	10	10	10	10	0	0	0	8	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	10	10	0	10	0	0	0	10	10	10	0	0	10	10	10	10	10	0	10	10	0	10	0	8	0	0	0	0	0	10	10	10	10	10	10	10	10	0	0	
10	10	10	10	10	10	10	0	0	10	10	10	0	0	0	0	10	10	10	0	0	0	7	10	10	0	0	10	10	10	8	8	10	2	0	8	10	6	10	0	0	0	1	0	9	10	10	10	10	10	10	10	0	10	
10	10	10	10	10	10	10	0	10	10	10	10	10	10	8	1	0	9	10	0	0	0	0	0	0	0	0	10	10	10	0	0	9	10	1	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	3	10	8	0	
10	10	9	10	10	10	10	0	0	10	10	10	10	10	0	0	10	10	0	0	0	0	2	0	0	0	0	10	10	10	6	6	10	10	10	10	10	0	3	0	0	0	0	0	0	10	10	10	10	10	10	10	10	10	
10	10	10	10	0	10	9	10	10	10	10	10	10	10	10	10	0	10	0	0	0	7	10	10	10	0	0	10	10	10	9	9	10	10	10	10	10	10	10	6	0	0	0	0	10	10	10	10	10	10	10	0	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	1	0	10	0	10	10	10	0	0	0	10	10	5	0	0	10	10	10	0	0	10	0	0	10	10	0	4	0	0	0	10	0	0	10	10	10	10	10	4	6	10	10	
10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	10	0	0	10	0	0	0	10	10	10	0	0	10	10	10	0	0	5	0	0	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	10	0	10	
10	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	10	10	10	0	0	10	10	10	10	10	0	5	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	
10	10	10	10	10	8	7	0	0	10	10	10	10	10	10	10	6	0	10	0	0	0	10	10	10	6	1	10	10	10	9	9	10	10	0	4	10	10	10	0	0	0	6	0	9	10	10	10	10	10	10	1	5	8	
10	10	6	10	0	0	0	0	0	10	10	10	10	10	10	10	0	10	10	0	0	0	0	5	0	0	0	10	10	10	0	0	0	10	10	0	10	10	10	8	10	10	10	0	10	10	10	10	10	10	10	10	0	0	
10	9	9	10	9	9	9	0	9	10	10	10	10	10	10	10	3	10	10	0	0	0	2	10	10	0	0	10	10	10	0	0	10	10	10	6	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	0	10	10	
10	10	7	10	0	0	0	0	3	10	10	10	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	4	10	10	8	10	7	9	2	0	0	10	0	6	10	10	10	8	8	10	10	3	3	
10	0	0	0	0	0	0	0	0	10	10	0	0	0	8	10	10	0	10	0	0	0	0	0	0	0	0	10	10	10	10	10	0	10	10	0	10	10	10	0	0	0	4	0	10	10	10	10	10	10	10	10	0	0	
10	10	10	10	0	0	0	0	8	10	10	10	2	2	10	10	10	10	10	0	0	0	5	5	5	0	0	10	10	10	0	0	10	7	8	8	10	9	10	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	
10	3	0	9	1	1	0	0	9	10	10	10	10	10	10	0	10	10	9	0	0	1	10	10	10	0	7	10	10	10	10	10	10	10	10	10	10	5	10	0	0	0	0	0	10	10	10	10	10	10	10	0	10	10	
10	7	0	10	0	0	0	0	0	10	10	10	0	0	1	10	9	0	10	0	0	0	7	7	6	0	0	10	10	10	0	0	0	0	10	10	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	5	8	5	0	6	10	10	10	0	0	10	10	0	0	10	10	10	10	10	10	10	4	9	10	10	10	10	10	10	10	0	0	10	10	10	10	10	10	10	0	1	10	10	10	10	10	4	10	10	0	
10	10	10	10	2	0	0	0	0	10	10	10	0	0	10	10	10	10	10	10	10	10	10	10	10	0	5	10	10	10	10	10	10	10	0	0	10	10	10	10	10	10	10	0	0	10	10	10	10	10	10	10	10	10	
10	10	10	10	0	0	0	0	0	10	10	10	0	0	10	10	0	0	10	10	10	10	10	10	10	0	0	10	10	10	0	0	10	6	10	10	10	10	10	0	0	0	0	0	10	10	10	10	10	10	0	10	10	10	
10	10	10	10	5	5	5	0	0	10	10	10	2	2	10	10	0	10	10	10	0	10	10	10	10	0	10	10	10	10	0	0	10	0	0	10	10	10	10	0	10	10	10	0	0	10	10	10	10	10	10	0	0	10	
10	10	10	10	10	10	10	0	0	10	10	10	0	0	10	10	8	8	10	10	2	10	10	10	10	0	0	10	10	10	10	10	10	0	0	10	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	0	10	10	
10	2	0	10	0	0	0	0	0	10	10	10	0	0	10	7	10	10	10	1	0	10	10	10	10	0	0	10	10	10	0	0	10	10	10	0	10	0	10	0	10	10	10	0	10	10	10	10	0	0	10	10	0	10	
10	4	2	10	2	2	0	0	0	10	10	10	5	5	0	0	10	10	10	10	0	5	10	10	10	10	10	10	10	10	5	3	10	10	0	0	10	4	10	0	4	4	0	0	10	10	10	10	10	10	6	10	4	10	
10	10	10	8	0	0	0	0	0	10	10	0	0	0	10	10	10	10	10	0	0	10	10	10	10	10	10	10	10	10	0	0	10	10	10	9	10	0	0	0	10	10	10	0	2	10	10	10	10	10	0	10	10	10	
10	8	3	7	0	0	0	0	10	10	10	10	0	0	10	10	0	10	0	5	0	0	10	10	10	0	0	10	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	0	10	10	10	10	10	10	0	0	0	0	
10	9	2	10	0	0	0	0	10	10	10	9	0	0	10	3	10	10	7	0	0	3	5	5	9	0	0	10	10	10	10	10	10	10	10	10	10	7	10	0	0	0	0	0	0	10	10	10	10	10	10	10	9	9	
10	3	0	10	0	0	0	0	0	10	10	10	10	10	1	8	10	10	0	0	0	0	10	10	1	0	0	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	3	10	7	
10	10	10	10	10	10	10	0	0	10	10	10	0	0	10	10	0	0	10	1	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10	8	10	3	8	0	10	10	0	0	0	10	10	10	10	10	10	10	10	10	
10	10	0	6	0	0	0	0	0	10	10	10	0	0	10	0	10	10	10	8	0	0	10	10	10	0	0	10	10	10	10	10	10	9	10	2	10	1	8	4	0	2	7	0	9	10	10	10	0	0	1	10	0	0	
10	10	10	10	0	0	0	0	10	10	10	0	0	0	10	10	1	1	0	0	0	10	1	1	4	0	0	10	10	10	0	0	10	0	0	10	10	10	10	1	10	3	0	0	0	10	10	10	10	10	10	0	10	10	
10	10	9	10	0	0	0	0	0	10	10	10	0	0	10	0	10	3	10	2	0	1	10	10	9	0	7	10	10	10	0	0	10	10	0	0	10	9	10	0	0	0	5	1	2	10	10	10	10	10	6	7	4	3	
10	0	0	8	0	0	0	0	0	10	10	10	0	0	0	8	1	1	10	0	0	0	0	0	0	0	0	10	10	10	0	0	0	10	10	10	10	7	10	7	0	0	10	0	10	10	10	10	9	9	10	10	0	8	
10	9	10	1	0	0	0	0	0	10	10	10	1	1	10	3	0	4	10	0	0	0	9	10	10	0	1	10	10	10	0	0	10	0	10	10	10	8	10	7	8	10	10	0	10	10	10	10	10	10	10	10	0	10	
10	0	0	10	0	0	0	0	0	10	10	10	10	10	0	10	10	10	10	0	0	0	0	0	1	0	0	10	10	10	0	0	10	10	0	1	10	10	10	0	0	0	0	8	10	10	10	10	10	10	10	10	10	10	
10	3	1	0	0	0	0	0	0	10	10	10	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	10	10	10	2	2	10	10	3	0	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	8	0	0	
10	10	4	1	0	0	0	0	2	10	10	10	0	0	10	10	9	10	10	0	0	0	0	0	0	0	0	10	10	10	0	0	10	0	10	10	10	10	10	10	0	0	0	0	6	10	10	10	10	10	10	0	0	10	
10	1	1	0	10	10	10	0	10	10	10	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	10	10	10	9	9	1	10	9	0	10	10	10	10	10	10	10	0	10	10	10	10	0	0	10	0	10	10	
10	10	10	10	10	10	10	0	0	10	10	10	2	2	10	10	0	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	6	0	10	10	10	10	10	10	10	10	10	0	0	10	10	10	10	10	0	0	10	10	
